state,party,year
Washington,Democrat,1961
Washington,Democrat,1962
Washington,Democrat,1963
Washington,Democrat,1964
Washington,Democrat,1965
Kansas,Democrat,1957
Kansas,Democrat,1958
Kansas,Democrat,1959
Kansas,Democrat,1960
Kansas,Democrat,1961
North Dakota,Republican,1957
North Dakota,Republican,1958
North Dakota,Republican,1959
North Dakota,Republican,1960
North Dakota,Republican,1961
Colorado,Democrat,1957
Colorado,Democrat,1958
Colorado,Democrat,1959
Colorado,Democrat,1960
Colorado,Democrat,1961
Colorado,Democrat,1962
Colorado,Democrat,1963
Utah,Republican,1957
Utah,Republican,1956
Utah,Republican,1955
Utah,Republican,1954
Utah,Republican,1953
Utah,Republican,1952
Utah,Republican,1951
Utah,Republican,1950
Utah,Republican,1949
Utah,Republican,1948
Utah,Republican,1947
Utah,Republican,1946
Utah,Republican,1945
Utah,Republican,1944
Utah,Republican,1943
Utah,Republican,1942
Utah,Republican,1941
Utah,Republican,1940
Utah,Republican,1939
Utah,Republican,1938
Utah,Republican,1937
Utah,Republican,1936
Utah,Republican,1935
Utah,Republican,1934
Utah,Republican,1933
Utah,Republican,1932
Utah,Republican,1931
Utah,Republican,1930
Utah,Republican,1929
Utah,Republican,1928
Utah,Republican,1927
Utah,Republican,1926
Utah,Republican,1925
Utah,Republican,1924
Utah,Republican,1923
Utah,Republican,1922
Utah,Republican,1921
Utah,Republican,1920
Utah,Republican,1919
Utah,Republican,1918
Utah,Republican,1917
Utah,Republican,1916
Utah,Republican,1915
Utah,Republican,1914
Utah,Republican,1913
Utah,Republican,1912
Utah,Republican,1911
Utah,Republican,1910
Utah,Republican,1909
Utah,Republican,1908
Utah,Republican,1907
Utah,Republican,1906
Utah,Republican,1905
Wisconsin,Republican,1957
Wisconsin,Republican,1958
Wisconsin,Republican,1959
Ohio,Republican,1957
Massachusetts,Democrat,1957
Massachusetts,Democrat,1958
Massachusetts,Democrat,1959
Massachusetts,Democrat,1960
Massachusetts,Democrat,1961
Kansas,Republican,1957
Louisiana,Democrat,1956
Louisiana,Democrat,1957
Louisiana,Democrat,1958
Louisiana,Democrat,1959
Louisiana,Democrat,1960
Louisiana,Democrat,1948
Louisiana,Democrat,1949
Louisiana,Democrat,1950
Louisiana,Democrat,1951
Louisiana,Democrat,1952
Louisiana,Democrat,1939
Louisiana,Democrat,1940
Oregon,Republican,1956
Oregon,Republican,1957
Mississippi,Democrat,1956
Mississippi,Democrat,1957
Mississippi,Democrat,1958
Mississippi,Democrat,1959
Mississippi,Democrat,1960
Kentucky,Democrat,1955
Kentucky,Democrat,1956
Kentucky,Democrat,1957
Kentucky,Democrat,1958
Kentucky,Democrat,1959
Kentucky,Democratic,1935
Kentucky,Democratic,1936
Kentucky,Democratic,1937
Kentucky,Democratic,1938
Kentucky,Democratic,1939
South Carolina,Democrat,1955
South Carolina,Democrat,1956
South Carolina,Democrat,1957
South Carolina,Democrat,1958
South Carolina,Democrat,1959
Pennsylvania,Democrat,1955
Pennsylvania,Democrat,1956
Pennsylvania,Democrat,1957
Pennsylvania,Democrat,1958
Pennsylvania,Democrat,1959
Alabama,Democrat,1955
Alabama,Democrat,1956
Alabama,Democrat,1957
Alabama,Democrat,1958
Alabama,Democrat,1959
Alabama,Democrat,1947
Alabama,Democrat,1948
Alabama,Democrat,1949
Alabama,Democrat,1950
Alabama,Democrat,1951
Iowa,Republican,1955
Iowa,Republican,1956
Iowa,Republican,1957
Georgia,Democrat,1955
Georgia,Democrat,1956
Georgia,Democrat,1957
Georgia,Democrat,1958
Georgia,Democrat,1959
Colorado,Democrat,1955
Colorado,Democrat,1956
Colorado,Democrat,1957
Colorado,Democrat,1933
Colorado,Democrat,1934
Colorado,Democrat,1935
Colorado,Democrat,1936
Colorado,Democrat,1937
Arkansas,Democrat,1955
Arkansas,Democrat,1956
Arkansas,Democrat,1957
Arkansas,Democrat,1958
Arkansas,Democrat,1959
Arkansas,Democrat,1960
Arkansas,Democrat,1961
Arkansas,Democrat,1962
Arkansas,Democrat,1963
Arkansas,Democrat,1964
Arkansas,Democrat,1965
Arkansas,Democrat,1966
Arkansas,Democrat,1967
Oklahoma,Democrat,1955
Oklahoma,Democrat,1956
Oklahoma,Democrat,1957
Oklahoma,Democrat,1958
Oklahoma,Democrat,1959
Kansas,Republican,1955
Kansas,Republican,1956
Kansas,Republican,1957
New Hampshire,Republican,1955
New Hampshire,Republican,1956
New Hampshire,Republican,1957
New Hampshire,Republican,1958
New Hampshire,Republican,1959
Vermont,Republican,1955
Vermont,Republican,1956
Vermont,Republican,1957
Vermont,Republican,1958
Vermont,Republican,1959
Nebraska,Republican,1955
Nebraska,Republican,1956
Nebraska,Republican,1957
Nebraska,Republican,1958
Nebraska,Republican,1959
Minnesota,Democrat,1955
Minnesota,Democrat,1956
Minnesota,Democrat,1957
Minnesota,Democrat,1958
Minnesota,Democrat,1959
Minnesota,Democrat,1960
Minnesota,Democrat,1961
Maine,Democrat,1955
Maine,Democrat,1956
Maine,Democrat,1957
Maine,Democrat,1958
Maine,Democrat,1959
Connecticut,Democrat,1955
Connecticut,Democrat,1956
Connecticut,Democrat,1957
Connecticut,Democrat,1958
Connecticut,Democrat,1959
Connecticut,Democrat,1960
Connecticut,Democrat,1961
South Dakota,Republican,1955
South Dakota,Republican,1956
South Dakota,Republican,1957
South Dakota,Republican,1958
South Dakota,Republican,1959
Florida,Democrat,1955
Florida,Democrat,1956
Florida,Democrat,1957
Florida,Democrat,1958
Florida,Democrat,1959
Florida,Democrat,1960
Florida,Democrat,1961
Arizona,Democrat,1955
Arizona,Democrat,1956
Arizona,Democrat,1957
Arizona,Democrat,1958
Arizona,Democrat,1959
Idaho,Republican,1955
Idaho,Republican,1956
Idaho,Republican,1957
Idaho,Republican,1958
Idaho,Republican,1959
Idaho,Republican,1960
Idaho,Republican,1961
Idaho,Republican,1962
Idaho,Republican,1963
Idaho,Republican,1964
Idaho,Republican,1965
Idaho,Republican,1966
Idaho,Republican,1967
Wyoming,Republican,1955
Wyoming,Republican,1956
Wyoming,Republican,1957
Wyoming,Republican,1958
Wyoming,Republican,1959
New Mexico,Democrat,1955
New Mexico,Democrat,1956
New Mexico,Democrat,1957
New York,Democrat,1955
New York,Democrat,1956
New York,Democrat,1957
New York,Democrat,1958
New York,Democrat,1959
Iowa,Republican,1954
Iowa,Republican,1955
North Carolina,Democrat,1954
North Carolina,Democrat,1955
North Carolina,Democrat,1956
North Carolina,Democrat,1957
North Carolina,Democrat,1958
North Carolina,Democrat,1959
North Carolina,Democrat,1960
North Carolina,Democrat,1961
New Jersey,Democrat,1954
New Jersey,Democrat,1955
New Jersey,Democrat,1956
New Jersey,Democrat,1957
New Jersey,Democrat,1958
New Jersey,Democrat,1959
New Jersey,Democrat,1960
New Jersey,Democrat,1961
New Jersey,Democrat,1962
Virginia,Democrat,1954
Virginia,Democrat,1955
Virginia,Democrat,1956
Virginia,Democrat,1957
Virginia,Democrat,1958
Maine,Republican,1953
Maine,Republican,1954
Maine,Republican,1955
California,Republican,1953
California,Republican,1954
California,Republican,1955
California,Republican,1956
California,Republican,1957
California,Republican,1958
California,Republican,1959
Florida,Democrat,1953
Florida,Democrat,1954
Florida,Democrat,1955
Delaware,Republican,1953
Delaware,Republican,1954
Delaware,Republican,1955
Delaware,Republican,1956
Delaware,Republican,1957
Delaware,Republican,1958
Delaware,Republican,1959
Delaware,Republican,1960
West Virginia,Democrat,1953
West Virginia,Democrat,1954
West Virginia,Democrat,1955
West Virginia,Democrat,1956
West Virginia,Democrat,1957
Tennessee,Democrat,1953
Tennessee,Democrat,1954
Tennessee,Democrat,1955
Tennessee,Democrat,1956
Tennessee,Democrat,1957
Tennessee,Democrat,1958
Tennessee,Democrat,1959
Arkansas,Democrat,1953
Arkansas,Democrat,1954
Arkansas,Democrat,1955
Illinois,Republican,1953
Illinois,Republican,1954
Illinois,Republican,1955
Illinois,Republican,1956
Illinois,Republican,1957
Illinois,Republican,1958
Illinois,Republican,1959
Illinois,Republican,1960
Illinois,Republican,1961
Indiana,Republican,1953
Indiana,Republican,1954
Indiana,Republican,1955
Indiana,Republican,1956
Indiana,Republican,1957
Missouri,Democrat,1953
Missouri,Democrat,1954
Missouri,Democrat,1955
Missouri,Democrat,1956
Missouri,Democrat,1957
Missouri,Democratic,1945
Missouri,Democratic,1946
Missouri,Democratic,1947
Missouri,Democratic,1948
Missouri,Democratic,1949
Nebraska,Republican,1953
Nebraska,Republican,1954
Nebraska,Republican,1955
North Carolina,Democrat,1953
North Carolina,Democrat,1954
Massachusetts,Republican,1953
Massachusetts,Republican,1954
Massachusetts,Republican,1955
Massachusetts,Republican,1956
Massachusetts,Republican,1957
Florida,Democrat,1953
Montana,Republican,1953
Montana,Republican,1954
Montana,Republican,1955
Montana,Republican,1956
Montana,Republican,1957
Montana,Republican,1958
Montana,Republican,1959
Montana,Republican,1960
Montana,Republican,1961
Wyoming,Republican,1953
Wyoming,Republican,1954
Wyoming,Republican,1955
New Hampshire,Republican,1953
New Hampshire,Republican,1954
New Hampshire,Republican,1955
Oregon,Republican,1952
Oregon,Republican,1953
Oregon,Republican,1954
Oregon,Republican,1955
Oregon,Republican,1956
Louisiana,Democrat,1952
Louisiana,Democrat,1953
Louisiana,Democrat,1954
Louisiana,Democrat,1955
Louisiana,Democrat,1956
Minnesota,Republican,1951
Minnesota,Republican,1952
Minnesota,Republican,1953
Minnesota,Republican,1954
Minnesota,Republican,1955
South Carolina,Democrat,1951
South Carolina,Democrat,1952
South Carolina,Democrat,1953
South Carolina,Democrat,1954
South Carolina,Democrat,1955
Pennsylvania,Republican,1951
Pennsylvania,Republican,1952
Pennsylvania,Republican,1953
Pennsylvania,Republican,1954
Pennsylvania,Republican,1955
Alabama,Democrat,1951
Alabama,Democrat,1952
Alabama,Democrat,1953
Alabama,Democrat,1954
Alabama,Democrat,1955
Maryland,Republican,1951
Maryland,Republican,1952
Maryland,Republican,1953
Maryland,Republican,1954
Maryland,Republican,1955
Maryland,Republican,1956
Maryland,Republican,1957
Maryland,Republican,1958
Maryland,Republican,1959
Colorado,Republican,1951
Colorado,Republican,1952
Colorado,Republican,1953
Colorado,Republican,1954
Colorado,Republican,1955
Kansas,Republican,1951
Kansas,Republican,1952
Kansas,Republican,1953
Kansas,Republican,1954
Kansas,Republican,1955
Oklahoma,Democrat,1951
Oklahoma,Democrat,1952
Oklahoma,Democrat,1953
Oklahoma,Democrat,1954
Oklahoma,Democrat,1955
Vermont,Republican,1951
Vermont,Republican,1952
Vermont,Republican,1953
Vermont,Republican,1954
Vermont,Republican,1955
North Dakota,Republican,1951
North Dakota,Republican,1952
North Dakota,Republican,1953
North Dakota,Republican,1954
North Dakota,Republican,1955
North Dakota,Republican,1956
North Dakota,Republican,1957
Connecticut,Republican,1951
Connecticut,Republican,1952
Connecticut,Republican,1953
Connecticut,Republican,1954
Connecticut,Republican,1955
Rhode Island,Democrat,1951
Rhode Island,Democrat,1952
Rhode Island,Democrat,1953
Rhode Island,Democrat,1954
Rhode Island,Democrat,1955
Rhode Island,Democrat,1956
Rhode Island,Democrat,1957
Rhode Island,Democrat,1958
Rhode Island,Democrat,1959
South Dakota,Republican,1951
South Dakota,Republican,1952
South Dakota,Republican,1953
South Dakota,Republican,1954
South Dakota,Republican,1955
Nevada,Republican,1951
Nevada,Republican,1952
Nevada,Republican,1953
Nevada,Republican,1954
Nevada,Republican,1955
Nevada,Republican,1956
Nevada,Republican,1957
Nevada,Republican,1958
Nevada,Republican,1959
Arizona,Republican,1951
Arizona,Republican,1952
Arizona,Republican,1953
Arizona,Republican,1954
Arizona,Republican,1955
Arizona,Republican,1956
Arizona,Republican,1957
Arizona,Republican,1958
Arizona,Republican,1959
Arizona,Republican,1960
Arizona,Republican,1961
Arizona,Republican,1962
Arizona,Republican,1963
Arizona,Republican,1964
Arizona,Republican,1965
Arizona,Republican,1966
Arizona,Republican,1967
Arizona,Republican,1968
Arizona,Republican,1969
Arizona,Republican,1970
Arizona,Republican,1971
Arizona,Republican,1972
Arizona,Republican,1973
Arizona,Republican,1974
Arizona,Republican,1975
Arizona,Republican,1976
Arizona,Republican,1977
Arizona,Republican,1978
Arizona,Republican,1979
Arizona,Republican,1980
Arizona,Republican,1981
Arizona,Republican,1982
Arizona,Republican,1983
Arizona,Republican,1984
Arizona,Republican,1985
Arizona,Republican,1986
Arizona,Republican,1987
Arizona,Republican,1988
Arizona,Republican,1989
Arizona,Republican,1990
Arizona,Republican,1991
Arizona,Republican,1992
Arizona,Republican,1993
Arizona,Republican,1994
Arizona,Republican,1995
Idaho,Republican,1951
Idaho,Republican,1952
Idaho,Republican,1953
Idaho,Republican,1954
Idaho,Republican,1955
Wyoming,Republican,1951
Wyoming,Republican,1952
Wyoming,Republican,1953
Wisconsin,Republican,1951
Wisconsin,Republican,1952
Wisconsin,Republican,1953
Wisconsin,Republican,1954
Wisconsin,Republican,1955
Wisconsin,Republican,1956
Wisconsin,Republican,1957
Rhode Island,Democrat,1950
Rhode Island,Democrat,1951
Kansas,Republican,1950
Kansas,Republican,1951
Kentucky,Democrat,1950
Kentucky,Democrat,1951
Kentucky,Democrat,1952
Kentucky,Democrat,1953
Kentucky,Democrat,1954
Kentucky,Democrat,1955
Colorado,Democrat,1950
Colorado,Democrat,1951
Virginia,Democrat,1950
Virginia,Democrat,1951
Virginia,Democrat,1952
Virginia,Democrat,1953
Virginia,Democrat,1954
Vermont,Republican,1950
Vermont,Republican,1951
Texas,Democrat,1949
Texas,Democrat,1950
Texas,Democrat,1951
Texas,Democrat,1952
Texas,Democrat,1953
Texas,Democrat,1954
Texas,Democrat,1955
Texas,Democrat,1956
Texas,Democrat,1957
West Virginia,Democrat,1949
West Virginia,Democrat,1950
West Virginia,Democrat,1951
West Virginia,Democrat,1952
West Virginia,Democrat,1953
Iowa,Republican,1949
Iowa,Republican,1950
Iowa,Republican,1951
Iowa,Republican,1952
Iowa,Republican,1953
Iowa,Republican,1954
Arkansas,Democrat,1949
Arkansas,Democrat,1950
Arkansas,Democrat,1951
Arkansas,Democrat,1952
Arkansas,Democrat,1953
Illinois,Democrat,1949
Illinois,Democrat,1950
Illinois,Democrat,1951
Illinois,Democrat,1952
Illinois,Democrat,1953
Indiana,Democrat,1949
Indiana,Democrat,1950
Indiana,Democrat,1951
Indiana,Democrat,1952
Indiana,Democrat,1953
Indiana,Democrat,1941
Indiana,Democrat,1942
Indiana,Democrat,1943
Indiana,Democrat,1944
Indiana,Democrat,1945
Ohio,Democrat,1949
Ohio,Democrat,1950
Ohio,Democrat,1951
Ohio,Democrat,1952
Ohio,Democrat,1953
Ohio,Democrat,1954
Ohio,Democrat,1955
Ohio,Democrat,1956
Ohio,Democrat,1957
Ohio,Democrat,1945
Ohio,Democrat,1946
Ohio,Democrat,1947
Oregon,Republican,1949
Oregon,Republican,1950
Oregon,Republican,1951
Oregon,Republican,1952
Missouri,Democratic,1949
Missouri,Democrat,1950
Missouri,Democrat,1951
Missouri,Democrat,1952
Missouri,Democrat,1953
Washington,Republican,1949
Washington,Republican,1950
Washington,Republican,1951
Washington,Republican,1952
Washington,Republican,1953
Washington,Republican,1954
Washington,Republican,1955
Washington,Republican,1956
Washington,Republican,1957
Washington,Republican,1941
Washington,Republican,1942
Washington,Republican,1943
Washington,Republican,1944
Washington,Republican,1945
New Hampshire,,1949
New Hampshire,,1950
New Hampshire,,1951
New Hampshire,,1952
New Hampshire,,1953
North Carolina,Democratic,1949
North Carolina,Democrat,1950
North Carolina,Democrat,1951
North Carolina,Democrat,1952
North Carolina,Democrat,1953
Massachusetts,Democrat,1949
Massachusetts,Democrat,1950
Massachusetts,Democrat,1951
Massachusetts,Democrat,1952
Massachusetts,Democrat,1953
Connecticut,Democrat,1949
Connecticut,Democrat,1950
Connecticut,Democrat,1951
Maine,Republican,1949
Maine,Republican,1950
Maine,Republican,1951
Maine,Republican,1952
Florida,Democrat,1949
Florida,Democrat,1950
Florida,Democrat,1951
Florida,Democrat,1952
Florida,Democrat,1953
Montana,Democratic,1949
Montana,Democrat,1950
Montana,Democrat,1951
Montana,Democrat,1952
Montana,Democrat,1953
Utah,Republican,1949
Utah,Republican,1950
Utah,Republican,1951
Utah,Republican,1952
Utah,Republican,1953
Utah,Republican,1954
Utah,Republican,1955
Utah,Republican,1956
Utah,Republican,1957
Wyoming,Republican,1949
Wyoming,Republican,1950
Wyoming,Republican,1951
Puerto Rico,Popular Democratic Party,1949
Puerto Rico,Popular Democratic Party,1950
Puerto Rico,Popular Democratic Party,1951
Puerto Rico,Popular Democratic Party,1952
Puerto Rico,Popular Democratic Party,1953
Puerto Rico,Popular Democratic Party,1954
Puerto Rico,Popular Democratic Party,1955
Puerto Rico,Popular Democratic Party,1956
Puerto Rico,Popular Democratic Party,1957
Puerto Rico,Popular Democratic Party,1958
Puerto Rico,Popular Democratic Party,1959
Puerto Rico,Popular Democratic Party,1960
Puerto Rico,Popular Democratic Party,1961
Puerto Rico,Popular Democratic Party,1962
Puerto Rico,Popular Democratic Party,1963
Puerto Rico,Popular Democratic Party,1964
Puerto Rico,Popular Democratic Party,1965
Michigan,Democratic,1949
Michigan,Democrat,1950
Michigan,Democrat,1951
Michigan,Democrat,1952
Michigan,Democrat,1953
Michigan,Democrat,1954
Michigan,Democrat,1955
Michigan,Democrat,1956
Michigan,Democrat,1957
Michigan,Democrat,1958
Michigan,Democrat,1959
Michigan,Democrat,1960
Michigan,Democrat,1961
Georgia,Democrat,1948
Georgia,Democrat,1949
Georgia,Democrat,1950
Georgia,Democrat,1951
Georgia,Democrat,1952
Georgia,Democrat,1953
Georgia,Democrat,1954
Georgia,Democrat,1955
Georgia,Democrat,1947
Arizona,Democrat,1948
Arizona,Democrat,1949
Arizona,Democrat,1950
Arizona,Democrat,1951
Connecticut,Republican,1948
Connecticut,Republican,1949
Kentucky,Democratic,1947
Kentucky,Democratic,1948
Kentucky,Democratic,1949
Kentucky,Democrat,1950
Oregon,Republican,1947
Oregon,Republican,1948
Oregon,Republican,1949
Georgia,Democrat,1947
Georgia,Democrat,1948
Wisconsin,Republican,1947
Wisconsin,Republican,1948
Wisconsin,Republican,1949
Wisconsin,Republican,1950
Wisconsin,Republican,1951
South Carolina,Democrat,1947
South Carolina,Democrat,1948
South Carolina,Democrat,1949
South Carolina,Democrat,1950
South Carolina,Democrat,1951
New Jersey,Republican,1947
New Jersey,Republican,1948
New Jersey,Republican,1949
New Jersey,Republican,1950
New Jersey,Republican,1951
New Jersey,Republican,1952
New Jersey,Republican,1953
New Jersey,Republican,1954
Texas,Democrat,1947
Texas,Democrat,1948
Texas,Democrat,1949
Pennsylvania,Republican,1947
Pennsylvania,Republican,1948
Pennsylvania,Republican,1949
Pennsylvania,Republican,1950
Pennsylvania,Republican,1951
Colorado,Democrat,1947
Colorado,Democrat,1948
Colorado,Democrat,1949
Colorado,Democrat,1950
Kansas,Republican,1947
Kansas,Republican,1948
Kansas,Republican,1949
Kansas,Republican,1950
Oklahoma,Democrat,1947
Oklahoma,Democrat,1948
Oklahoma,Democrat,1949
Oklahoma,Democrat,1950
Oklahoma,Democrat,1951
Ohio,Republican,1947
Ohio,Republican,1948
Ohio,Republican,1949
Pennsylvania,Republican,1947
Vermont,Republican,1947
Vermont,Republican,1948
Vermont,Republican,1949
Vermont,Republican,1950
Nebraska,Republican,1947
Nebraska,Republican,1948
Nebraska,Republican,1949
Nebraska,Republican,1950
Nebraska,Republican,1951
Nebraska,Republican,1952
Nebraska,Republican,1953
Minnesota,Republican,1947
Minnesota,Republican,1948
Minnesota,Republican,1949
Minnesota,Republican,1950
Minnesota,Republican,1951
Connecticut,Republican,1947
Connecticut,Republican,1948
South Dakota,Republican,1947
South Dakota,Republican,1948
South Dakota,Republican,1949
South Dakota,Republican,1950
South Dakota,Republican,1951
